"TeamID","PlayerID","GameID","FTM","FTA","FGM","FGA","FGM3","FGA3","TOV","STL","DREB","OREB","BLK","AST","PF","PTS","REB","DNP"
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1,7,8,4,8,6,10,3,3,3,0,0,6,1,33,3,0
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
